Owner,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Variety.Simplified,Bag.Weight.Kg
mlimani ngarashi,Tanzania,arusha,1,60 kg,Africa Fine Coffee Association,2014,2014-12-15,Other,Washed,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,0,0.0,green,5,1525.0,1525.0,1525.0,Other,60.0
kyagalanyi ltd,Uganda,eastern,320,60 kg,Uganda Coffee Development Authority,2013,2014-06-30,SL14,Natural,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.0,0.12,0,0.0,green,3,1700.0,1700.0,1700.0,SL-Selection,60.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,nantou,10,30 kg,Blossom Valley International,2014,2013-12-26,Typica,Semi-Washed,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,81.0,0.11,0,0.0,green,0,1100.0,1100.0,1100.0,Foundational/Mutation,30.0
alejandro garcia palacios,Mexico,"motozintla, chiapas",10,1 kg,AMECAFE,2012,2012-09-11,Other,Washed,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.0,0.12,0,0.0,green,12,950.0,950.0,950.0,Other,1.0
juan luis alvarado romero,Guatemala,oriente,25,69 kg,Asociacion Nacional Del Café,2017,2017-08-23,Bourbon,Washed,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,0,0.0,green,2,1901.0,1901.0,1901.0,Foundational/Mutation,69.0
lydiah mwangi,Kenya,kiambu,150,60 kg,Kenya Coffee Traders Association,2017,2017-07-07,SL28,Washed,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,80.92,0.11,0,0.0,green,3,1600.0,1600.0,1600.0,SL-Selection,60.0
grupo santab s.a de c.v.,Mexico,veracruz,240,69 kg,Centro Agroecológico del Café A.C.,2017,2017-05-12,Bourbon,Washed,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,80.92,0.11,0,0.0,green,11,1100.0,1100.0,1100.0,Foundational/Mutation,69.0
eileen koyanagi,Hawaii,kona,7,100 lbs,Specialty Coffee Association,2014,2015-01-13,Hawaiian Kona,Natural,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,7.25,80.92,0.1,2,0.0,green,5,1300.0,1310.64,1310.64,Specialty Regional,100.0
karatu estate,Tanzania,"manyara, karatu",250,60 kg,Africa Fine Coffee Association,2014,2014-12-18,Other,Washed,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,0,0.0,green,0,1700.0,1700.0,1700.0,Other,60.0
jacques pereira carneiro,Brazil,mantiqueira de minas,300,60 kg,Brazil Specialty Coffee Association,2015,2014-12-16,Yellow Bourbon,Natural,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,80.92,0.12,0,0.0,green,8,1200.0,1200.0,1200.0,Foundational/Mutation,60.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,台中新社,10,60 kg,Blossom Valley International,2014,2014-11-23,Typica,Washed,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,80.92,0.09,0,0.0,green,0,550.0,550.0,550.0,Foundational/Mutation,60.0
ipanema coffees,Brazil,south of minas,320,2 kg,Specialty Coffee Association,2015,2014-10-16,Bourbon,Natural,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,80.92,0.1,0,0.0,green,0,1100.0,1100.0,1100.0,Foundational/Mutation,2.0
chris finch,Nicaragua,matagalpa,275,1 lbs,Specialty Coffee Association,2013,2014-07-16,Caturra,Washed,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,80.92,0.1,1,0.0,green,3,700.0,1400.0,1050.0,Foundational/Mutation,1.0
juan luis alvarado romero,Guatemala,jalapa,250,69 kg,Asociacion Nacional Del Café,2014,2014-06-10,Pacas,Washed,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,0.12,2,0.0,green,5,1524.0,1524.0,1524.0,Foundational/Mutation,69.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,taichung taiping 台中市太平區,35,30 kg,Blossom Valley International,2014,2013-12-26,Typica,Washed,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0,0.0,green,0,900.0,900.0,900.0,Foundational/Mutation,30.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,nantou,5,30 kg,Blossom Valley International,2014,2013-12-26,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,80.92,0.11,0,0.0,green,0,688.0,688.0,688.0,Foundational/Mutation,30.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,new taipei zhonghe 新北市中和區,10,20 kg,Blossom Valley International,2014,2013-12-26,Typica,Washed,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0,0.0,green,0,300.0,300.0,300.0,Foundational/Mutation,20.0
eduardo luis augusto velazquez solis,Mexico,ixhuatlan del cafe,60,1 kg,AMECAFE,2012,2012-07-11,Typica,Washed,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,80.92,0.13,0,0.0,green,12,1186.0,1186.0,1186.0,Foundational/Mutation,1.0
the coffee source inc.,Guatemala,orient,250,1 kg,Specialty Coffee Association of Costa Rica,2013,2014-05-26,Caturra,Washed,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,0.11,0,0.0,green,1,1200.0,1200.0,1200.0,Foundational/Mutation,1.0
luis roberto fermoso beltran,Mexico,motozintla,15,1 kg,AMECAFE,2012,2012-08-30,Catuai,Semi-Washed,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,80.83,0.13,0,0.0,green,7,1210.0,1210.0,1210.0,Hybrid,1.0
jose manuel vergara cortes,Mexico,oaxaca,30,1 kg,AMECAFE,2012,2012-08-29,Typica,Washed,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.83,0.11,0,0.0,green,3,1100.0,1100.0,1100.0,Foundational/Mutation,1.0
christina dusing,Mexico,veracruz,100,1 kg,AMECAFE,2012,2012-07-03,Bourbon,Washed,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.83,0.13,0,0.0,green,1,100.0,100.0,100.0,Foundational/Mutation,1.0
kona pacific farmers cooperative,Hawaii,kona,7,100 lbs,Specialty Coffee Association,2012,2012-02-23,Hawaiian Kona,Washed,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,7.0,80.83,0.1,2,0.0,green,0,1300.0,1310.64,1310.64,Specialty Regional,100.0
exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,2010,2011-01-25,Typica,Washed,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,7.33,80.83,0.01,0,0.0,green,1,1800.0,1800.0,1800.0,Foundational/Mutation,70.0
juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,2015,2015-06-18,Caturra,Washed,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0.12,0,0.0,green,1,1658.112,1755.648,1706.88,Foundational/Mutation,69.0
bismarck castro,Honduras,"siguatepeque, comayagua",275,1 kg,Instituto Hondureño del Café,2015,2015-05-25,Caturra,Natural,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0.11,0,0.0,green,2,1450.0,1450.0,1450.0,Foundational/Mutation,1.0
essencecoffee,Panama,boquete,100,60 kg,Blossom Valley International,2014,2015-05-23,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,0.11,1,0.0,green,4,1680.0,1680.0,1680.0,Foundational/Mutation,60.0
cadexsa,Honduras,marcala,275,1 kg,Instituto Hondureño del Café,2015,2015-05-22,Catuai,Washed,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0.09,0,0.0,green,2,1350.0,1350.0,1350.0,Hybrid,1.0
the coffee source inc.,Costa Rica,san ramon,250,3 lbs,Specialty Coffee Association,2014,2014-04-11,Caturra,Washed,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0.11,0,0.0,green,0,1300.0,1300.0,1300.0,Foundational/Mutation,3.0
diego manuel woolrich ramirez,Mexico,oaxaca,30,1 kg,AMECAFE,2012,2012-09-04,Typica,Washed,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,80.75,0.11,0,0.0,green,2,1200.0,1200.0,1200.0,Foundational/Mutation,1.0
myriam kaplan-pasternak,Haiti,haiti,1,2 kg,Specialty Coffee Association,2012,2012-05-22,Typica,Washed,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0.12,0,0.0,green,0,1000.0,1000.0,1000.0,Foundational/Mutation,2.0
kona pacific farmers cooperative,Hawaii,kona,3,2 lbs,Specialty Coffee Association,2011,2011-12-21,Arusha,Natural,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,80.75,0.13,0,0.0,green,6,1300.0,1310.64,1310.64,Specialty Regional,2.0
aulia arif syahri,Indonesia,sumatra brastagi,200,30 kg,Specialty Coffee Association,2015,2015-11-10,Mandheling,Semi-Washed,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,80.67,0.13,0,0.0,green,1,1200.0,1500.0,1350.0,Specialty Regional,30.0
juan luis alvarado romero,Guatemala,antigua,150,60 kg,Asociacion Nacional Del Café,2016,2015-10-23,Bourbon,Washed,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,80.67,0.11,0,0.0,green,0,1500.0,1500.0,1500.0,Foundational/Mutation,60.0
"ceca, s.a.",Costa Rica,tarrazu,240,1 kg,Specialty Coffee Association of Costa Rica,2015,2015-02-27,Caturra,Washed,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,80.67,0.11,0,0.0,green,4,185.0,185.0,185.0,Foundational/Mutation,1.0
afca,Malawi,southern- zomba,100,60 kg,Africa Fine Coffee Association,2014,2014-11-04,Caturra,Washed,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,80.67,0.12,0,0.0,green,1,990.0,1000.0,995.0,Foundational/Mutation,60.0
cafe de don balbino s.c. de r.l. de c.v.,Mexico,"el desmoronado, talpan de allende jalisco",20,1 kg,AMECAFE,2014,2014-10-23,Typica,Washed,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,80.67,0.12,0,0.0,green,4,1200.0,1200.0,1200.0,Foundational/Mutation,1.0
juan luis alvarado romero,Guatemala,"san lucas toliman, solola",250,69 kg,Asociacion Nacional Del Café,2013,2013-06-05,Bourbon,Washed,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,80.67,0.12,0,0.0,green,5,1550.0,1550.0,1550.0,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,2012,2012-01-25,Bourbon,Washed,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,80.67,0.11,0,0.0,green,2,1300.0,1310.64,1310.64,Foundational/Mutation,1.0
juan luis alvarado romero,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,2012,2012-01-25,Bourbon,Washed,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,80.67,0.11,0,0.0,green,3,1300.0,1310.64,1310.64,Foundational/Mutation,1.0
racafe & cia s.c.a,Colombia,huila,149,70 kg,Almacafé,2012,2011-03-15,Pacamara,Natural,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,7.25,80.67,0.18,0,0.0,green,2,1300.0,1310.64,1310.64,Hybrid,70.0
bourbon specialty coffees,Brazil,monte carmelo,94,60 kg,Brazil Specialty Coffee Association,2016,2016-03-11,Gesha,Washed,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,7.42,80.58,0.11,0,0.0,green,7,1300.0,1310.64,1310.64,Geisha,60.0
"exportadora atlantic, s.a.",Nicaragua,nueva segovia,275,69 kg,Instituto Hondureño del Café,2016,2016-02-26,Gesha,Washed,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,7.33,80.58,0.11,0,1.0,green,0,1300.0,1310.64,1310.64,Geisha,69.0
burka coffee estate,Tanzania,arusha,10,60 kg,Africa Fine Coffee Association,2014,2015-01-06,Other,Washed,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0.12,0,0.0,green,1,1400.0,1400.0,1400.0,Other,60.0
beneficio santa rosa,Honduras,occidental,275,69 kg,Instituto Hondureño del Café,2014,2014-04-30,Caturra,Washed,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,80.58,0.11,0,0.0,green,5,1400.0,1400.0,1400.0,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,2014,2014-01-28,Bourbon,Natural,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,80.58,0.11,0,0.0,green,5,1383.792,1383.792,1383.792,Foundational/Mutation,69.0
juan luis alvarado romero,Guatemala,santa rosa,275,69 kg,Asociacion Nacional Del Café,2017,2017-09-08,Caturra,Washed,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.1,0,0.0,green,4,1500.0,1500.0,1500.0,Foundational/Mutation,69.0
janny marlith torres,Honduras,ocotepeque,15,69 kg,Instituto Hondureño del Café,2017,2017-08-23,Catuai,Washed,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7.0,80.5,0.11,0,0.0,green,5,1650.0,1650.0,1650.0,Hybrid,69.0
case noyale ltd,Mauritius,chamarel (south west),1,2 kg,Kenya Coffee Traders Association,2016,2016-02-11,SL14,Natural,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.12,0,0.0,green,0,280.0,280.0,280.0,SL-Selection,2.0
bourbon specialty coffees,Brazil,vale da grama,300,60 kg,Brazil Specialty Coffee Association,2016,2015-11-17,Yellow Bourbon,Semi-Washed,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,80.5,0.11,0,0.0,green,3,1250.0,1250.0,1250.0,Foundational/Mutation,60.0
juan luis alvarado romero,Guatemala,oriente,275,69 kg,Asociacion Nacional Del Café,2014,2014-04-23,Other,Washed,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,80.5,0.11,0,0.0,green,3,1219.2,1219.2,1219.2,Other,69.0
jacques pereira carneiro,Brazil,mantiqueira de minas,300,60 kg,Specialty Coffee Association,2013,2014-04-17,Yellow Bourbon,Semi-Washed,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,80.5,0.1,0,0.0,green,10,1250.0,1250.0,1250.0,Foundational/Mutation,60.0
eileen koyanagi,Hawaii,kona,10,100 lbs,Specialty Coffee Association,2013,2014-02-04,Hawaiian Kona,Natural,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,80.5,0.11,1,0.0,green,0,1300.0,1310.64,1310.64,Specialty Regional,100.0
juan luis alvarado romero,Guatemala,huehuetenango,250,1 kg,Asociacion Nacional Del Café,2013,2013-02-13,Bourbon,Washed,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,80.5,0.12,1,0.0,green,1,1859.28,1859.28,1859.28,Foundational/Mutation,1.0
israel eduardo paz garcia,Mexico,zaragoza itundujia,18,1 kg,AMECAFE,2012,2012-09-17,Typica,Washed,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.5,0.15,0,0.0,green,1,1450.0,1450.0,1450.0,Foundational/Mutation,1.0
cadexsa,Honduras,marcala,275,69 kg,Instituto Hondureño del Café,2016,2016-02-03,"Mixed: Typica, Bourbon, Catimor",Washed,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.0,80.42,0.1,0,0.0,green,0,1450.0,1450.0,1450.0,Mixed,69.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,南投國姓,10,60 kg,Blossom Valley International,2014,2014-11-23,Typica,Washed,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.42,0.14,0,0.0,green,0,600.0,600.0,600.0,Foundational/Mutation,60.0
adam ciruli ye,China,yunnan,1,2 kg,Specialty Coffee Association,2013,2014-01-17,Other,Washed,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,80.42,0.17,0,0.0,green,14,1700.0,1700.0,1700.0,Other,2.0
alfredo bojalil,Mexico,pochutla,250,1 kg,AMECAFE,2012,2012-09-04,Typica,Washed,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,80.42,0.1,2,0.0,green,4,1050.0,1050.0,1050.0,Foundational/Mutation,1.0
armando luis pohlenz martinez,Mexico,la concordia,250,1 kg,AMECAFE,2012,2012-08-30,Caturra,Washed,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,80.42,0.12,4,0.0,green,16,1550.0,1550.0,1550.0,Foundational/Mutation,1.0
simon mahinda,Burundi,mumirwa,300,60 kg,Kenya Coffee Traders Association,2016,2016-01-22,Ethiopian Heirlooms,Other,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,7.33,80.33,0.12,0,0.0,green,0,1700.0,1700.0,1700.0,Ethiopian Heirloom,60.0
delfina leon shine,Tanzania,mkuu rombo,10,60 kg,Africa Fine Coffee Association,2016,2015-11-16,Bourbon,Washed,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0.13,0,0.0,green,5,1700.0,1700.0,1700.0,Foundational/Mutation,60.0
kongoni estate,Tanzania,arusha,1,60 kg,Africa Fine Coffee Association,2014,2014-12-18,Other,Washed,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,0,0.0,green,5,1300.0,1310.64,1310.64,Other,60.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,taichung xinshe 台中市新社區,10,30 kg,Blossom Valley International,2014,2013-12-26,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.33,0.11,0,0.0,green,0,600.0,600.0,600.0,Foundational/Mutation,30.0
juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2013,2013-06-06,Bourbon,Washed,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,80.33,0.11,1,0.0,green,4,1310.64,1310.64,1310.64,Foundational/Mutation,69.0
miguel cortes moreno,Mexico,chilón,10,1 kg,AMECAFE,2012,2012-08-30,Typica,Semi-Washed,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,7.08,80.33,0.11,0,0.0,green,21,940.0,940.0,940.0,Foundational/Mutation,1.0
kona pacific farmers cooperative,Hawaii,kona,10,100 lbs,Specialty Coffee Association,2012,2012-02-08,Hawaiian Kona,Washed,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,7.08,80.33,0.12,5,0.0,green,7,1300.0,1310.64,1310.64,Specialty Regional,100.0
ethiopia commodity exchange,Ethiopia,kelem welega,360,6,Ethiopia Commodity Exchange,2010,2010-06-17,Typica,Natural,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,7.08,80.33,0.1,0,0.0,green,1,1300.0,1310.64,1310.64,Foundational/Mutation,6.0
volcafe ltda. - brasil,Brazil,cerrado - monte carmelo - minas gerais,440,59 kg,Brazil Specialty Coffee Association,2018,2017-11-03,Catuai,Natural,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,80.25,0.11,0,1.0,green,1,995.0,995.0,995.0,Hybrid,59.0
bismarck castro,Honduras,comayagua,275,69 kg,Instituto Hondureño del Café,2016,2017-04-06,Caturra,Natural,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,80.25,0.1,0,0.0,green,4,1400.0,1400.0,1400.0,Foundational/Mutation,69.0
cafe de don balbino s.c. de r.l. de c.v.,Mexico,sierra madre occidental,60,69 kg,Centro Agroecológico del Café A.C.,2016,2016-04-26,Caturra,Washed,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,80.25,0.1,0,0.0,green,2,1600.0,1600.0,1600.0,Foundational/Mutation,69.0
bob mccauley,Myanmar,"yauk sauk, shan state",2,2 kg,Specialty Coffee Association,2015,2015-08-27,Other,Natural,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,6.83,80.25,0.11,1,0.0,green,26,914.4,914.4,914.4,Other,2.0
gloria antonieta escobar urrutia,Nicaragua,matagalpa,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2015,2015-02-20,Caturra,Washed,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,80.25,0.11,0,0.0,green,2,900.0,900.0,900.0,Foundational/Mutation,69.0
eileen koyanagi,Hawaii,kona,2,100 lbs,Specialty Coffee Association,2014,2014-03-03,Hawaiian Kona,Natural,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,4,0.0,green,13,1300.0,1310.64,1310.64,Specialty Regional,100.0
honor dela fuente,Colombia,huila,1,2 kg,Specialty Coffee Association,2012,2014-01-08,Typica,Washed,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0.0,green,0,1300.0,1310.64,1310.64,Foundational/Mutation,2.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,chiayi fanlu嘉義縣番路鄉,5,30 kg,Blossom Valley International,2014,2013-12-26,Typica,Semi-Washed,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.0,80.25,0.11,0,0.0,green,0,700.0,700.0,700.0,Foundational/Mutation,30.0
the coffee source inc.,Guatemala,oriente,250,1 kg,Specialty Coffee Association,2012,2013-01-09,Caturra,Washed,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,80.25,0.11,1,0.0,green,12,1400.0,1400.0,1400.0,Foundational/Mutation,1.0
saul m. hernandez ramirez,Mexico,"calnali, hidalgo",10,1 kg,AMECAFE,2012,2012-09-27,Caturra,Washed,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,80.25,0.11,2,0.0,green,8,808.0,808.0,808.0,Foundational/Mutation,1.0
"exportadora atlantic, s.a.",Nicaragua,jinotega,275,2 kg,Asociación de Cafés Especiales de Nicaragua,2015,2015-04-24,Caturra,Washed,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,80.17,0.11,0,0.0,yellow,2,1100.0,1275.0,1187.5,Foundational/Mutation,2.0
cadexsa,Honduras,marcala,275,1 kg,Instituto Hondureño del Café,2015,2015-01-26,Catuai,Washed,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,80.17,0.11,0,0.0,green,0,1400.0,1400.0,1400.0,Hybrid,1.0
juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2013,2013-08-07,Bourbon,Washed,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.17,0.11,0,0.0,green,2,1310.64,1310.64,1310.64,Foundational/Mutation,69.0
pablo enrique martinez gama,Mexico,coatepec,20,1 kg,AMECAFE,2012,2012-10-09,Typica,Washed,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.17,0.11,0,0.0,green,2,1250.0,1250.0,1250.0,Foundational/Mutation,1.0
israel eduardo paz garcia,Mexico,zaragoza itundujia,15,1 kg,AMECAFE,2012,2012-09-13,Typica,Washed,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,80.17,0.14,1,0.0,green,2,1550.0,1550.0,1550.0,Foundational/Mutation,1.0
marco virgilio ramirez teliz,Mexico,veracruz,15,1 kg,AMECAFE,2012,2012-09-10,Bourbon,Washed,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,80.17,0.12,0,0.0,green,12,1000.0,1000.0,1000.0,Foundational/Mutation,1.0
juan luis alvarado romero,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,2012,2012-05-24,Bourbon,Washed,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,80.17,0.11,0,0.0,green,5,1310.64,1310.64,1310.64,Foundational/Mutation,1.0
kona pacific farmers cooperative,Hawaii,kona,22,100 lbs,Specialty Coffee Association,2012,2011-09-22,Caturra,Washed,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05,12,0.0,green,1,1300.0,1310.64,1310.64,Foundational/Mutation,100.0
brayan cunha souza,Brazil,mantiqueira de minas,440,60 kg,Brazil Specialty Coffee Association,2018,2017-11-29,Bourbon,Honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,80.08,0.11,0,0.0,green,5,1100.0,1100.0,1100.0,Foundational/Mutation,60.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,苗栗泰安,10,60 kg,Blossom Valley International,2014,2014-11-23,Typica,Washed,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7.0,80.08,0.07,0,0.0,green,0,850.0,850.0,850.0,Foundational/Mutation,60.0
honor dela fuente,Nicaragua,jinotega,1,5 lbs,Specialty Coffee Association,2013,2014-02-25,Typica,Natural,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,7.08,80.08,0.1,0,0.0,green,4,1300.0,1310.64,1310.64,Foundational/Mutation,5.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,10,30 kg,Blossom Valley International,2014,2013-12-26,Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,80.08,0.11,0,0.0,green,0,200.0,200.0,200.0,Foundational/Mutation,30.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,changhua baguashan 彰化市八卦山,10,30 kg,Blossom Valley International,2014,2013-12-26,Typica,Washed,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,7.0,80.08,0.11,0,0.0,green,0,150.0,150.0,150.0,Foundational/Mutation,30.0
cqi taiwan icp cqi台灣合作夥伴,Taiwan,changhua baguashan 彰化市八卦山,10,30 kg,Blossom Valley International,2014,2013-12-26,Typica,Semi-Washed,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,7.0,80.08,0.11,0,0.0,green,0,250.0,250.0,250.0,Foundational/Mutation,30.0
israel eduardo paz garcia,Mexico,zaragoza itundujia,13,1 kg,AMECAFE,2012,2012-09-14,Typica,Washed,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,7.08,80.08,0.15,0,0.0,green,0,1300.0,1300.0,1300.0,Foundational/Mutation,1.0
